Stock Invested in,Sector,Sector Total,Value(Mn),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName,Fund Name,Fund Id,MF ACF,MF Type
"#
Torrent Pharmaceuticals Ltd.",Pharmaceuticals,2.22,50.7,0.40%,0.40%,0.4% (Feb 2024),0% (Mar 2023),19.00 k,19.00 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Hindustan Aeronautics Ltd.",Aerospace & defense,1.2,50,0.39%,0.39%,0.39% (Feb 2024),0% (Mar 2023),16.20 k,16.20 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Hindustan Petroleum Corporation Ltd.",Refineries & marketing,3.34,49.5,0.39%,0.39%,0.39% (Feb 2024),0% (Mar 2023),97.20 k,97.20 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Century Plyboards India Ltd.",Plywood boards/ laminates,0.39,49,0.39%,0.39%,0.39% (Feb 2024),0% (Mar 2023),69.32 k,69.32 k,Small Cap,3.91,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Indian Railway Catering and Tourism Corporation Ltd.","Tour, travel related services",0.38,47.9,0.38%,0.38%,0.38% (Feb 2024),0% (Mar 2023),51.63 k,51.63 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
PB Fintech Ltd.",Financial technology (fintech),0.37,46.7,0.37%,0.37%,0.37% (Feb 2024),0% (Mar 2023),40.00 k,40.00 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Dixon Technologies (India) Ltd.",Consumer electronics,0.76,44.1,0.35%,0.35%,0.35% (Feb 2024),0% (Mar 2023),6.60 k,6.60 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Bharat Petroleum Corporation Ltd.,Refineries & marketing,3.34,43,0.34%,0.21%,0.34% (Feb 2024),0% (Mar 2023),71.24 k,41.24 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"-
HCL Technologies Limited",Computers - software & consulting,5.99,41.6,0.33%,0.00%,0.33% (Jan 2024),0% (Mar 2023),25.00 k,0.00,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Coforge Ltd.",Computers - software & consulting,5.99,41.3,0.33%,0.33%,0.33% (Feb 2024),0% (Mar 2023),6.30 k,6.30 k,Small Cap,3.91,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
TD Power Systems Ltd.",Heavy electrical equipment,0.32,40.1,0.32%,0.32%,0.32% (Feb 2024),0% (Mar 2023),1.34 L,1.34 L,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Sun Pharmaceutical Industries Ltd.",Pharmaceuticals,2.22,39.5,0.31%,0.31%,0.31% (Feb 2024),0% (Mar 2023),25.00 k,25.00 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Data Patterns India Ltd.",Aerospace & defense,1.2,38.5,0.30%,0.30%,0.3% (Feb 2024),0% (Mar 2023),15.50 k,15.50 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
BSE Ltd.",Exchange and data platform,0.71,35.5,0.28%,0.28%,0.28% (Feb 2024),0% (Mar 2023),15.00 k,15.00 k,Small Cap,3.91,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Trent Limited",Speciality retail,1.18,34.2,0.27%,0.27%,0.27% (Feb 2024),0% (Mar 2023),8.80 k,8.80 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
SRF Ltd.,Specialty chemicals,0.5,32.3,0.25%,0.21%,0.25% (Feb 2024),0% (Mar 2023),13.50 k,11.50 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Kajaria Ceramics Ltd.",Ceramics,0.25,31.6,0.25%,0.25%,0.25% (Feb 2024),0% (Mar 2023),24.72 k,24.72 k,Small Cap,3.91,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Avenue Supermarts Ltd.",Diversified retail,0.25,31.4,0.25%,0.25%,0.25% (Feb 2024),0% (Mar 2023),8.00 k,8.00 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
R R Kabel Ltd.",Cables - electricals,0.25,31.2,0.25%,0.25%,0.25% (Feb 2024),0% (Mar 2023),21.61 k,21.61 k,Other,13.27,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Atul Ltd.",Specialty chemicals,0.5,31.1,0.25%,0.25%,0.25% (Feb 2024),0% (Mar 2023),5.00 k,5.00 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Container Corporation Of India Ltd.",Logistics solution provider,0.25,31,0.25%,0.25%,0.25% (Feb 2024),0% (Mar 2023),31.75 k,31.75 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Orient Refractories Ltd.",Electrodes & refractories,0.24,30.8,0.24%,0.24%,0.24% (Feb 2024),0% (Mar 2023),54.00 k,54.00 k,Small Cap,3.91,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Balkrishna Industries Ltd.",Tyres & rubber products,0.24,30.8,0.24%,0.24%,0.24% (Feb 2024),0% (Mar 2023),13.80 k,13.80 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
Aurobindo Pharma Ltd.,Pharmaceuticals,2.22,28.8,0.23%,0.04%,0.23% (Feb 2024),0% (Mar 2023),28.00 k,8.00 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Syngene International Ltd.","Healthcare research, analytics & technology",0.22,28.2,0.22%,0.22%,0.22% (Feb 2024),0% (Mar 2023),40.00 k,40.00 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Divis Laboratories Ltd.",Pharmaceuticals,2.22,23,0.18%,0.18%,0.18% (Feb 2024),0% (Mar 2023),6.60 k,6.60 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Balrampur Chini Mills Ltd.",Sugar,0.18,22.7,0.18%,0.18%,0.18% (Feb 2024),0% (Mar 2023),60.80 k,60.80 k,Small Cap,3.91,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
L&T Finance Holdings Ltd.",Investment company,0.11,13.4,0.11%,0.11%,0.11% (Feb 2024),0% (Mar 2023),80.32 k,80.32 k,Mid Cap,8.58,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
ICICI Lombard General Insurance Co Ltd.",General insurance,0.09,12,0.09%,0.09%,0.09% (Feb 2024),0% (Mar 2023),7.00 k,7.00 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Ultratech Cement Ltd.",Cement & cement products,2.55,11.9,0.09%,0.09%,0.09% (Feb 2024),0% (Mar 2023),1.20 k,1.20 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
"#
Grasim Industries Limited",Cement & cement products,2.55,3.1,0.02%,0.02%,0.02% (Feb 2024),0% (Mar 2023),1.43 k,1.43 k,Large Cap,39.69,mirae-asset-multi-asset-allocation-fund-direct-plan-growth,MMAA035,Equity,06_multi_asset
HDFC Bank Ltd.,Private sector bank,9,1515.2,4.96%,-0.23%,7.16% (Jul 2023),4.79% (Oct 2023),10.80 L,0.00,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Reliance Industries Ltd.,Refineries & marketing,3.98,1215,3.98%,0.75%,3.98% (Feb 2024),1.66% (Nov 2023),4.16 L,72.50 k,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Infosys Ltd.,Computers - software & consulting,5.28,897.2,2.94%,0.01%,4.36% (Mar 2023),2.52% (Jun 2023),5.36 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
ICICI Bank Ltd.,Private sector bank,9,837.2,2.74%,-0.25%,4.67% (Apr 2023),2.74% (Feb 2024),7.96 L,-0.88 L,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,4.51,594.1,1.94%,0.19%,1.94% (Feb 2024),0.97% (Aug 2023),3.77 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Coforge Ltd.,Computers - software & consulting,5.28,499.1,1.63%,0.07%,1.64% (Aug 2023),0.56% (Mar 2023),76.16 k,0.00,Small Cap,7.95,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
United Spirits Ltd.,Breweries & distilleries,1.62,495.5,1.62%,0.10%,2.04% (May 2023),1.52% (Jan 2024),4.25 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
National Thermal Power Corporation Ltd.,Power generation,1.58,482.7,1.58%,0.08%,1.58% (Feb 2024),1.13% (Aug 2023),14.38 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Larsen & Toubro Ltd.,Civil construction,1.55,474.1,1.55%,-0.01%,2.06% (Apr 2023),1.51% (Oct 2023),1.36 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Bharti Airtel Ltd.,Telecom - cellular & fixed line services,1.54,469.6,1.54%,-0.07%,1.93% (May 2023),1.41% (Aug 2023),4.18 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
State Bank Of India,Public sector bank,3.36,460.8,1.51%,0.21%,2.05% (Apr 2023),1.26% (Nov 2023),6.16 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Torrent Pharmaceuticals Ltd.,Pharmaceuticals,4.51,458.9,1.50%,0.07%,1.5% (Feb 2024),0% (Mar 2023),1.72 L,0.00,Mid Cap,8.78,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Brigade Enterprises Ltd.,"Residential, commercial projects",1.43,436.7,1.43%,-0.04%,1.47% (Jan 2024),0.94% (Sep 2023),4.36 L,0.00,Small Cap,7.95,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Voltas Limited,Household appliances,2.31,421,1.38%,0.01%,1.38% (Feb 2024),0% (Mar 2023),3.80 L,0.00,Mid Cap,8.78,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Mahindra & Mahindra Ltd.,Passenger cars & utility vehicles,2.47,412.3,1.35%,0.19%,1.43% (Jun 2023),1.12% (Mar 2023),2.13 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
ITC Limited,Diversified fmcg,2.51,407.7,1.33%,-0.12%,2.07% (Apr 2023),1.33% (Feb 2024),10.04 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Dixon Technologies (India) Ltd.,Consumer electronics,1.88,406.3,1.33%,0.13%,1.47% (Dec 2023),1.02% (Apr 2023),60.79 k,0.00,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Associated Cement Companies Ltd.,Cement & cement products,2.74,406.1,1.33%,-0.30%,1.88% (Aug 2023),0% (Mar 2023),1.54 L,-0.40 L,Mid Cap,8.78,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
TD Power Systems Ltd.,Heavy electrical equipment,1.33,405.9,1.33%,-0.02%,1.36% (Nov 2023),0% (Mar 2023),13.61 L,0.00,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Bajaj Auto Ltd.,2/3 wheelers,1.29,395.5,1.29%,0.03%,1.29% (Feb 2024),0% (Mar 2023),50.00 k,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
CIE AUTOMOTIVE INDIA Ltd.,Auto components & equipments,1.9,360.7,1.18%,0.04%,1.18% (Feb 2024),0% (Mar 2023),8.18 L,1.05 L,Small Cap,7.95,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Hindustan Unilever Ltd.,Diversified fmcg,2.51,360.6,1.18%,-0.04%,1.98% (Mar 2023),1.18% (Feb 2024),1.50 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Bajaj Finance Ltd.,Non banking financial company (nbfc),1.13,344.3,1.13%,-0.07%,2.01% (May 2023),1.13% (Feb 2024),53.00 k,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Tata Motors Ltd.,Passenger cars & utility vehicles,2.47,342.1,1.12%,0.07%,1.12% (Feb 2024),0% (Mar 2023),3.60 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Jupiter Life Line Hospitals Ltd.,Hospital,2.05,337.4,1.10%,0.25%,1.1% (Feb 2024),0% (Mar 2023),2.44 L,0.00,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Hindalco Industries Ltd.,Aluminium,1.1,335.1,1.10%,-0.17%,1.39% (Dec 2023),0% (Mar 2023),6.65 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Union Bank Of India,Public sector bank,3.36,333.1,1.09%,-0.07%,1.16% (Jan 2024),0% (Mar 2023),22.77 L,-2.50 L,Mid Cap,8.78,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Container Corporation Of India Ltd.,Logistics solution provider,1.05,319.5,1.05%,0.09%,1.05% (Feb 2024),0% (Mar 2023),3.27 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Star Health and Allied Insurance Co Ltd.,General insurance,1.03,314.7,1.03%,-0.04%,1.33% (Aug 2023),0% (Mar 2023),5.60 L,0.00,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Cyient Ltd.,It enabled services,1.02,311.1,1.02%,0.02%,1.19% (Dec 2023),0.91% (Mar 2023),1.54 L,0.00,Small Cap,7.95,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Ultratech Cement Ltd.,Cement & cement products,2.74,299.8,0.98%,-0.03%,1.38% (Mar 2023),0.95% (Sep 2023),30.30 k,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Timken India Ltd.,Abrasives & bearings,0.98,298.3,0.98%,-0.25%,1.44% (Jul 2023),0% (Mar 2023),1.10 L,0.00,Small Cap,7.95,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Apollo Hospitals Enterprises Ltd.,Hospital,2.05,289.8,0.95%,-0.04%,1.24% (Apr 2023),0.87% (Oct 2023),47.50 k,0.00,Mid Cap,8.78,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Indusind Bank Ltd.,Private sector bank,9,289.8,0.95%,-0.04%,1.37% (May 2023),0.95% (Feb 2024),1.97 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Sanofi India Ltd.,Pharmaceuticals,4.51,287.3,0.94%,-0.01%,0.97% (Nov 2023),0% (Mar 2023),33.36 k,0.00,Mid Cap,8.78,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
"#
Whirlpool Of India Ltd.",Household appliances,2.31,282.8,0.93%,0.93%,0.93% (Feb 2024),0% (Mar 2023),2.25 L,2.25 L,Mid Cap,8.78,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
"#
Oil & Natural Gas Corporation Ltd.",Oil exploration & production,0.81,246.5,0.81%,0.81%,0.81% (Feb 2024),0% (Mar 2023),9.32 L,9.32 L,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Bank Of Baroda,Public sector bank,3.36,232.9,0.76%,0.05%,1.41% (Sep 2023),0.71% (Jan 2024),8.78 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
"#
Zomato Ltd.",E-retail/ e-commerce,0.76,231.6,0.76%,0.76%,0.76% (Feb 2024),0% (Mar 2023),14.00 L,14.00 L,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
"-
HDFC Life Insurance Company Ltd.",Life insurance,0.74,227.6,0.74%,0.00%,1.17% (Jun 2023),0.74% (Jan 2024),3.91 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Westlife Development Ltd.,Restaurants,0.73,223.6,0.73%,-0.08%,0.97% (Nov 2023),0% (Mar 2023),2.99 L,0.00,Small Cap,7.95,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
S.J.S. Enterprises Ltd.,Auto components & equipments,1.9,219.1,0.72%,0.03%,0.93% (Aug 2023),0% (Mar 2023),3.45 L,0.00,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
HCL Technologies Limited,Computers - software & consulting,5.28,218,0.71%,0.03%,0.71% (Feb 2024),0% (Mar 2023),1.31 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Indian Hotels Company Limited,Hotels & resorts,0.66,200.7,0.66%,0.10%,0.72% (May 2023),0.5% (Oct 2023),3.42 L,0.00,Mid Cap,8.78,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
"-
Orient Electric Ltd.",Consumer electronics,1.88,167.6,0.55%,0.00%,0.95% (Mar 2023),0.55% (Feb 2024),8.03 L,0.00,Small Cap,7.95,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Medi Assist Healthcare Services Ltd.,Healthcare service provider,0.51,157.2,0.51%,0.05%,0.51% (Feb 2024),0% (Mar 2023),3.06 L,0.00,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Vinati Organics Ltd.,Specialty chemicals,0.48,146.2,0.48%,-0.02%,1% (Apr 2023),0.48% (Feb 2024),87.81 k,0.00,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
J.K. Cement Ltd.,Cement & cement products,2.74,130.9,0.43%,0.01%,1.03% (Mar 2023),0.35% (Oct 2023),29.00 k,0.00,Small Cap,7.95,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
"-
Axis Bank Ltd.",Private sector bank,9,108.2,0.35%,0.00%,2.61% (Mar 2023),0.35% (Jan 2024),1.01 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
JSW Infrastructure Ltd.,"Engineering, designing, construction",0.26,78,0.26%,0.04%,0.26% (Feb 2024),0% (Mar 2023),3.04 L,0.00,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,0.2,61.8,0.20%,-0.02%,0.36% (Dec 2023),0% (Mar 2023),3.84 L,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Cipla Ltd.,Pharmaceuticals,4.51,39.7,0.13%,-1.19%,1.36% (Oct 2023),0% (Mar 2023),26.83 k,-2.71 L,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
"-
GAIL (India) Ltd.",Gas transmission/marketing,0.02,6.7,0.02%,0.00%,0.02% (Feb 2024),0% (Mar 2023),36.60 k,0.00,Large Cap,34.6,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Federal Bank Ltd.,Private sector bank,9,235.7,0.00%,-0.78%,-,-,-,-,Mid Cap,8.78,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Polycab India Limited,Cables - electricals,,82,0.00%,-0.27%,-,-,-,-,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Steel Authority Of India Ltd.,Iron & steel products,,49,0.00%,-0.16%,-,-,-,-,Mid Cap,8.78,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Somany Ceramics Ltd.,Ceramics,,176.2,0.00%,-0.58%,-,-,-,-,Small Cap,7.95,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
Microsoft Corp,Foreign equity,,151.5,0.00%,-0.50%,-,-,-,-,Other,12.48,aditya-birla-sun-life-multi-asset-allocation-fund-direct-plan-growth,MBS3315,Equity,06_multi_asset
ICICI Bank Ltd.,Private sector bank,9.32,615.7,5.23%,0.23%,5.95% (May 2023),5% (Jan 2024),5.85 L,0.00,Large Cap,41.64,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
Reliance Industries Ltd.,Refineries & marketing,4.32,508.9,4.32%,0.19%,4.95% (Jun 2023),3.02% (Dec 2023),1.74 L,0.00,Large Cap,41.64,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
HDFC Bank Ltd.,Private sector bank,9.32,482.4,4.09%,-1.04%,6.64% (Jul 2023),2.78% (May 2023),3.44 L,-0.79 L,Other,21.43,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
Tata Consultancy Services Ltd.,Computers - software & consulting,6.23,409.5,3.48%,0.31%,5.57% (Jul 2023),3.17% (Jan 2024),1.00 L,0.00,Large Cap,41.64,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
Infosys Ltd.,Computers - software & consulting,6.23,323.4,2.75%,-0.44%,4.46% (Mar 2023),2.51% (Oct 2023),1.93 L,-0.38 L,Large Cap,41.64,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
Pi Industries Ltd.,Pesticides & agrochemicals,3.61,304.6,2.59%,0.27%,3.36% (Nov 2023),2.32% (Jan 2024),82.94 k,0.00,Mid Cap,6.99,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
Larsen & Toubro Ltd.,Civil construction,2.32,273.3,2.32%,-0.28%,2.6% (Jan 2024),1.12% (Mar 2023),78.58 k,-0.11 L,Large Cap,41.64,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
Bharti Airtel Ltd.,Telecom - cellular & fixed line services,1.86,219.1,1.86%,0.45%,1.86% (Feb 2024),0% (Mar 2023),1.95 L,50.00 k,Large Cap,41.64,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
State Bank Of India : Futures Near,Public sector bank,3.44,209.3,1.78%,0.29%,1.78% (Feb 2024),0% (Mar 2023),2.78 L,0.00,Other,21.43,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
Avenue Supermarts Ltd.,Diversified retail,1.64,193.6,1.64%,-0.62%,5.13% (Aug 2023),1.64% (Feb 2024),49.40 k,-0.22 L,Large Cap,41.64,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,4.12,173.6,1.47%,0.17%,1.47% (Feb 2024),0% (Mar 2023),1.10 L,0.00,Large Cap,41.64,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
"#
United Spirits Ltd.",Breweries & distilleries,1.47,173.3,1.47%,1.47%,1.47% (Feb 2024),0% (Mar 2023),1.49 L,1.49 L,Large Cap,41.64,axis-multi-asset-allocation-fund-direct-plan-growth,MAA203,Equity,06_multi_asset
