Stock Invested in,Sector,Sector Total,Value(Mn),% of Total Holdings,1M Change,1Y Highest Holding,1Y Lowest Holding,Quantity,1M Change in Qty,M-Cap,GroupName,Fund Name,Fund Id,MF ACF,MF Type
Thermax Ltd.,Heavy electrical equipment,3.84,236.4,1.38%,0.13%,1.51% (Mar 2023),1.14% (Nov 2023),65.00 k,0.00,Mid Cap,21.98,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Motherson Sumi Systems Ltd.,Auto components & equipments,8.79,232.4,1.35%,0.01%,1.48% (Jul 2023),1.24% (Nov 2023),19.50 L,0.00,Large Cap,57.19,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Sansera Engineering Ltd.,Auto components & equipments,8.79,232.3,1.35%,-0.05%,1.67% (Jul 2023),0% (Mar 2023),2.26 L,0.00,Other,12.62,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Voltas Limited,Household appliances,3.35,216.3,1.26%,0.18%,1.26% (Feb 2024),0.93% (Nov 2023),1.95 L,32.50 k,Mid Cap,21.98,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
V-Guard Industries Ltd.,Household appliances,3.35,211.2,1.23%,-0.19%,2.11% (Aug 2023),1.23% (Feb 2024),6.50 L,-1.50 L,Small Cap,6.48,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Dixon Technologies (India) Ltd.,Consumer electronics,1.09,187.2,1.09%,0.07%,1.16% (Dec 2023),0.73% (Apr 2023),28.00 k,0.00,Other,12.62,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
GlaxoSmithKline Pharmaceuticals Ltd.,Pharmaceuticals,16.5,184.8,1.08%,-0.08%,1.16% (Jan 2024),0% (Mar 2023),85.00 k,0.00,Mid Cap,21.98,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
"-
Solar Industries India Ltd.",Explosives,1.04,178.4,1.04%,0.00%,1.15% (Nov 2023),0.78% (Jul 2023),26.50 k,0.00,Small Cap,6.48,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
3M India Ltd.,Diversified,1.02,175.9,1.02%,-0.13%,1.3% (Dec 2023),1.02% (Feb 2024),5.50 k,0.00,Mid Cap,21.98,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Schaeffler India Ltd.,Auto components & equipments,8.79,164.9,0.96%,-0.12%,1.16% (Mar 2023),0.9% (Oct 2023),57.00 k,0.00,Other,12.62,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
SRF Ltd.,Specialty chemicals,0.88,150.6,0.88%,-0.01%,1.47% (Apr 2023),0.88% (Feb 2024),63.00 k,0.00,Mid Cap,21.98,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Jyoti CNC Automation Ltd.,Industrial products,2.69,148.7,0.87%,0.02%,0.87% (Feb 2024),0% (Mar 2023),2.53 L,0.00,Other,12.62,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Amber Enterprises India Ltd.,Household appliances,3.35,147.3,0.86%,-0.22%,1.08% (Jan 2024),0.6% (Apr 2023),40.00 k,0.00,Small Cap,6.48,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Sona BLW Precision Forgings Ltd.,Auto components & equipments,8.79,139.6,0.81%,0.05%,0.96% (May 2023),0.76% (Jan 2024),2.03 L,0.00,Other,12.62,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
"-
Garware Technical Fibres Ltd.",Other textile products,0.78,134.6,0.78%,0.00%,0.98% (Mar 2023),0.78% (Feb 2024),37.00 k,0.00,Small Cap,6.48,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
J K Tyre & Inds. Ltd.,Tyres & allied,0.76,130.1,0.76%,-0.04%,0.8% (Jan 2024),0% (Mar 2023),2.50 L,0.00,Small Cap,6.48,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Tata Chemicals Ltd.,Commodity chemicals,0.62,105.7,0.62%,-0.08%,1.05% (Mar 2023),0.62% (Feb 2024),1.13 L,0.00,Mid Cap,21.98,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
United Breweries Ltd.,Breweries & distilleries,0.49,84.9,0.49%,-0.82%,1.61% (Apr 2023),0.49% (Feb 2024),50.00 k,-0.70 L,Large Cap,57.19,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Happy Forgings Ltd.,Castings & forgings,4.08,83.8,0.49%,-0.05%,0.59% (Dec 2023),0% (Mar 2023),90.24 k,0.00,Other,12.62,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Gland Pharma Ltd.,Pharmaceuticals,16.5,78.8,0.46%,-0.07%,1.05% (Apr 2023),0.38% (May 2023),44.64 k,0.00,Other,12.62,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Flair Writing Industries Ltd.,Stationary,0.13,23.1,0.13%,-0.03%,0.39% (Dec 2023),0% (Mar 2023),82.25 k,0.00,Other,12.62,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Supreme Industries Ltd.,Plastic products - industrial,,224.6,0.00%,-1.36%,-,-,-,-,Mid Cap,21.98,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Ashok Leyland Ltd.,Commercial vehicles,,175.9,0.00%,-1.07%,-,-,-,-,Mid Cap,21.98,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Hindustan Unilever Ltd.,Diversified fmcg,,186.1,0.00%,-1.13%,-,-,-,-,Large Cap,57.19,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Balkrishna Industries Ltd.,Tyres & rubber products,1.42,164.4,0.00%,-1.00%,-,-,-,-,Mid Cap,21.98,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Tata Power Co. Ltd.,Integrated power utilities,,78,0.00%,-0.47%,-,-,-,-,Mid Cap,21.98,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Whirlpool Of India Ltd.,Household appliances,3.35,80.9,0.00%,-0.49%,-,-,-,-,Mid Cap,21.98,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Kajaria Ceramics Ltd.,Ceramics,,200.7,0.00%,-1.22%,-,-,-,-,Small Cap,6.48,kotak-manufacture-in-india-fund-direct-growth,MKM1416,Equity,12_sectoral
Infosys Ltd.,Computers - software & consulting,11.25,428.3,6.06%,0.03%,6.27% (Mar 2023),5.32% (Jul 2023),2.56 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Bharti Airtel Ltd.,Telecom - cellular & fixed line services,5.59,394.9,5.59%,-0.25%,5.84% (Jan 2024),4.52% (Mar 2023),3.51 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
ICICI Bank Ltd.,Private sector bank,13.71,344.3,4.87%,0.10%,9.58% (Apr 2023),4.6% (Nov 2023),3.27 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Sun Pharmaceutical Industries Ltd.,Pharmaceuticals,5.06,249.9,3.54%,0.35%,3.54% (Feb 2024),2.51% (May 2023),1.58 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Tata Motors Ltd. - A Class,Passenger cars & utility vehicles,4.81,224.2,3.17%,0.23%,3.17% (Feb 2024),1.56% (Mar 2023),3.55 L,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
HDFC Bank Ltd.,Private sector bank,13.71,209.5,2.96%,-0.13%,4.19% (Apr 2023),2.96% (Feb 2024),1.49 L,0.00,Other,13.87,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Sobha Ltd.,"Residential, commercial projects",4.58,188.1,2.66%,0.19%,2.66% (Feb 2024),0.46% (Mar 2023),1.20 L,0.00,Small Cap,13.86,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Tata Consumer Products Ltd.,Tea & coffee,2.38,167.9,2.38%,0.14%,2.55% (Dec 2023),1.96% (Mar 2023),1.41 L,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Shriram Finance Ltd.,Non banking financial company (nbfc),4.72,167.4,2.37%,-0.04%,2.4% (Jan 2024),0% (Mar 2023),68.65 k,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Fortis Healthcare Ltd.,Hospital,4.09,160.3,2.27%,-0.14%,3.13% (Nov 2023),1.47% (Apr 2023),3.93 L,0.00,Other,13.87,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Reliance Industries Ltd.,Refineries & marketing,2.22,156.8,2.22%,0.04%,2.22% (Feb 2024),1.92% (Nov 2023),53.67 k,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Coforge Ltd.,Computers - software & consulting,11.25,156.4,2.21%,0.10%,2.21% (Feb 2024),1.11% (Mar 2023),23.86 k,0.00,Small Cap,13.86,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Zomato Ltd.,E-retail/ e-commerce,2.98,153.6,2.17%,0.33%,2.17% (Feb 2024),0.68% (Apr 2023),9.28 L,0.00,Other,13.87,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Bharat Forge Ltd.,Castings & forgings,3.16,150.2,2.13%,-0.16%,2.36% (Dec 2023),1.99% (May 2023),1.30 L,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Container Corporation Of India Ltd.,Logistics solution provider,2.07,146.6,2.07%,0.18%,2.07% (Feb 2024),1% (Mar 2023),1.50 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
"-
Axis Bank Ltd.",Private sector bank,13.71,145.1,2.05%,0.01%,2.9% (Jun 2023),1.97% (Jul 2023),1.35 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Bajaj Finserv Ltd,Holding company,2,141.3,2.00%,-0.05%,2.42% (Jul 2023),2% (Feb 2024),88.63 k,0.00,Other,13.87,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Ambuja Cements Ltd.,Cement & cement products,4.04,136.3,1.93%,0.14%,1.93% (Feb 2024),1.41% (Mar 2023),2.25 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Phoenix Mills Ltd.,"Residential, commercial projects",4.58,135.5,1.92%,0.23%,2.9% (Mar 2023),1.61% (Dec 2023),49.07 k,0.00,Small Cap,13.86,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
State Bank Of India,Public sector bank,1.82,128.9,1.82%,0.26%,2.69% (Apr 2023),1.46% (Nov 2023),1.72 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Apollo Hospitals Enterprises Ltd.,Hospital,4.09,128.5,1.82%,-0.08%,2.33% (Apr 2023),1.57% (Aug 2023),21.06 k,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Indusind Bank Ltd.,Private sector bank,13.71,118,1.67%,-0.07%,1.86% (Dec 2023),1.47% (Mar 2023),80.00 k,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
United Spirits Ltd.,Breweries & distilleries,2.99,116.6,1.65%,0.10%,2.02% (Jun 2023),1.42% (Apr 2023),1.00 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Mahindra & Mahindra Ltd.,Passenger cars & utility vehicles,4.81,115.9,1.64%,0.23%,1.64% (Feb 2024),1.19% (Mar 2023),60.00 k,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Kalpataru Power Transmission Ltd.,Civil construction,1.64,115.8,1.64%,0.29%,1.64% (Feb 2024),0% (Mar 2023),1.20 L,0.00,Small Cap,13.86,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Strides Pharma Science Ltd.,Pharmaceuticals,5.06,107.7,1.52%,0.17%,1.52% (Feb 2024),0.67% (Mar 2023),1.37 L,0.00,Small Cap,13.86,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Manappuram Finance Ltd.,Non banking financial company (nbfc),4.72,105.7,1.50%,-0.08%,1.57% (Jan 2024),0% (Mar 2023),6.00 L,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Ceat Ltd.,Tyres & rubber products,1.46,103.4,1.46%,0.10%,1.46% (Feb 2024),0% (Mar 2023),36.21 k,0.00,Small Cap,13.86,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
UTI Asset Management Co. Pvt. Ltd.,Asset management company,1.44,101.7,1.44%,-0.06%,1.5% (Jan 2024),0.91% (Apr 2023),1.13 L,0.00,Other,13.87,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
ICICI Lombard General Insurance Co Ltd.,General insurance,1.43,101,1.43%,0.18%,1.47% (Jun 2023),1.18% (Sep 2023),59.01 k,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
RBL Bank Ltd.,Private sector bank,13.71,99.7,1.41%,-0.01%,1.93% (Sep 2023),0% (Mar 2023),3.83 L,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Aditya Birla Fashion and Retail Ltd.,Speciality retail,1.38,97.8,1.38%,-0.12%,1.51% (Nov 2023),0% (Mar 2023),4.34 L,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Max Financial Services Ltd.,Life insurance,1.37,96.9,1.37%,0.11%,1.37% (Feb 2024),0% (Mar 2023),99.92 k,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Aarti Industries Ltd.,Specialty chemicals,2.25,96.5,1.37%,-0.01%,1.39% (Dec 2023),1.05% (Jul 2023),1.47 L,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Mphasis Ltd.,Computers - software & consulting,11.25,95.2,1.35%,0.01%,1.45% (Dec 2023),1.09% (Jun 2023),36.37 k,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
United Breweries Ltd.,Breweries & distilleries,2.99,94.5,1.34%,-0.09%,1.45% (Dec 2023),1.31% (Aug 2023),55.70 k,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Crompton Greaves Consumer Electricals Ltd.,Household appliances,1.3,92.2,1.30%,-0.06%,1.97% (Sep 2023),1.3% (Feb 2024),3.17 L,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Hindalco Industries Ltd.,Aluminium,1.25,88.3,1.25%,-0.19%,1.57% (Dec 2023),1.16% (May 2023),1.75 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
"-
Grasim Industries Limited",Cement & cement products,4.04,87.7,1.24%,0.01%,1.24% (Dec 2023),1.1% (Jun 2023),40.00 k,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Hero Motocorp Ltd.,2/3 wheelers,2.3,87,1.23%,-0.06%,2.47% (Nov 2023),0% (Mar 2023),19.64 k,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Eicher Motors Ltd.,2/3 wheelers,2.3,75.9,1.07%,-0.02%,1.21% (Dec 2023),0% (Mar 2023),20.00 k,0.00,Other,13.87,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
AIA Engineering Ltd.,Castings & forgings,3.16,72.9,1.03%,-0.13%,1.33% (Jul 2023),1.03% (Feb 2024),20.00 k,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Safari Industries (India) Ltd.,Plastic products - consumer,0.95,67.4,0.95%,0.58%,0.95% (Feb 2024),0% (Mar 2023),33.12 k,20.00 k,Small Cap,13.86,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Carborundum Universal Ltd.,Abrasives & bearings,0.92,64.8,0.92%,-0.05%,1.09% (Sep 2023),0% (Mar 2023),60.60 k,0.00,Small Cap,13.86,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
"#
Tech Mahindra Ltd.",Computers - software & consulting,11.25,63.7,0.90%,0.90%,0.9% (Feb 2024),0% (Mar 2023),50.00 k,50.00 k,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Atul Ltd.,Specialty chemicals,2.25,62.2,0.88%,-0.03%,1.67% (Mar 2023),0.88% (Feb 2024),10.00 k,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
K.P.R. Mill Ltd.,Other textile products,0.87,61.5,0.87%,-0.03%,0.9% (Jan 2024),0% (Mar 2023),80.00 k,0.00,Other,13.87,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Bajaj Finance Ltd.,Non banking financial company (nbfc),4.72,59.9,0.85%,-0.05%,2.86% (May 2023),0.85% (Feb 2024),9.22 k,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
The Ramco Cements Ltd.,Cement & cement products,4.04,59.9,0.85%,-0.19%,1.04% (Jan 2024),0% (Mar 2023),71.68 k,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
FSN E-Commerce Ventures Ltd.,E-retail/ e-commerce,2.98,57.5,0.81%,-0.04%,0.97% (Nov 2023),0.54% (Apr 2023),3.67 L,0.00,Other,13.87,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Sundram Fasteners Ltd.,Auto components & equipments,1.02,53.5,0.76%,-0.11%,0.99% (Oct 2023),0.76% (Feb 2024),50.00 k,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
IDFC First Bank Ltd.,Private sector bank,13.71,53,0.75%,-0.03%,1.63% (Oct 2023),0% (Mar 2023),6.54 L,0.00,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Marico Ltd.,Personal care,0.74,52.3,0.74%,-0.01%,0.88% (Aug 2023),0% (Mar 2023),1.00 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Wipro Ltd.,Computers - software & consulting,11.25,51.9,0.73%,0.06%,0.73% (Feb 2024),0% (Mar 2023),1.00 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
"#
Coal India Ltd.",Coal,0.62,43.7,0.62%,0.62%,0.62% (Feb 2024),0% (Mar 2023),1.00 L,1.00 L,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
"-
Orient Electric Ltd.",Consumer electronics,0.58,41.1,0.58%,0.00%,0.73% (Aug 2023),0% (Mar 2023),1.97 L,0.00,Small Cap,13.86,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Zee Entertainment Enterprises Ltd.,Tv broadcasting & software production,0.51,36,0.51%,-0.04%,0.92% (Oct 2023),0.51% (Feb 2024),2.23 L,0.00,Large Cap,45.95,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Steel Strips Wheels Ltd.,Auto components & equipments,1.02,18.2,0.26%,-0.03%,0.31% (Sep 2023),0% (Mar 2023),72.18 k,0.00,Other,13.87,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
"-
Grasim Industries Ltd. - Partly Paid Up",Cement & cement products,4.04,1.5,0.02%,0.01%,0.02% (Feb 2024),0% (Mar 2023),1.59 k,250.00,Other,13.87,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Bajaj Electricals Ltd.,Household appliances,1.3,90.4,0.00%,-1.28%,-,-,-,-,Small Cap,13.86,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
City Union Bank Ltd.,Private sector bank,13.71,36.9,0.00%,-0.52%,-,-,-,-,Mid Cap,25.82,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Bajel Projects Ltd.,Power - transmission,,15.7,0.00%,-0.22%,-,-,-,-,Other,13.87,aditya-birla-sun-life-special-opportunities-fund-direct-plan-growth,MBS3098,Equity,12_sectoral
Reliance Industries Ltd.,Refineries & marketing,9.72,507.8,9.72%,0.19%,9.72% (Feb 2024),0% (Mar 2023),1.74 L,34.00 k,Large Cap,36.79,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
Housing & Urban Development Corporation Ltd.,Financial institution,8.02,419,8.02%,-1.45%,9.47% (Jan 2024),0% (Mar 2023),21.92 L,-1.08 L,Small Cap,36.41,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
Britannia Industries Ltd.,Packaged foods,6.08,317.8,6.08%,0.86%,6.08% (Feb 2024),0% (Mar 2023),64.00 k,22.00 k,Large Cap,36.79,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
"#
Apeejay Surrendra Park Hotels Ltd.",Hotels & resorts,6.05,316.1,6.05%,6.05%,6.05% (Feb 2024),0% (Mar 2023),15.00 L,15.00 L,Other,8.44,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
Larsen & Toubro Ltd. : Futures Near,Civil construction,5.83,304.6,5.83%,5.83%,5.83% (Feb 2024),0% (Mar 2023),87.00 k,-0.88 L,Large Cap,36.79,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
"#
Swan Energy Ltd.",Other textile products,7.01,300.3,5.75%,5.75%,5.75% (Feb 2024),0% (Mar 2023),4.03 L,4.03 L,Small Cap,36.41,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
Adani Power Ltd.,Power generation,5.61,292.9,5.61%,-1.55%,8.73% (Sep 2023),0% (Mar 2023),5.33 L,0.00,Mid Cap,15.52,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
"#
GMR Airports Infrastructure Ltd.",Airport & airport services,4.82,252,4.82%,4.82%,4.82% (Feb 2024),0% (Mar 2023),30.00 L,30.00 L,Small Cap,36.41,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
"#
Aurobindo Pharma Ltd.",Pharmaceuticals,6.13,244.3,4.67%,0.00%,4.67% (Feb 2024),0% (Mar 2023),2.38 L,2.38 L,Large Cap,36.79,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
Steel Authority Of India Ltd.,Iron & steel products,11.57,242.4,4.64%,1.13%,4.64% (Feb 2024),0% (Mar 2023),20.00 L,8.00 L,Mid Cap,15.52,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
Clariant Chemicals (India) Ltd.,Dyes and pigments,3.16,165.3,3.16%,0.75%,3.3% (Dec 2023),0% (Mar 2023),3.20 L,1.33 L,Small Cap,36.41,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
Jindal Steel & Power Ltd. : Futures Near,Iron & steel products,11.57,156,2.99%,-0.65%,5.07% (Nov 2023),0% (Mar 2023),2.00 L,25.10 k,Large Cap,36.79,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
HFCL Ltd.,Telecom - infrastructure,2.81,147,2.81%,-0.56%,4.69% (Sep 2023),0% (Mar 2023),13.70 L,0.00,Small Cap,36.41,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
Bharat Heavy Electricals Ltd.,Heavy electrical equipment,3.07,136.5,2.61%,-0.66%,3.48% (Dec 2023),0% (Mar 2023),6.00 L,0.00,Mid Cap,15.52,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
"#
Jindal Stainless Ltd.",Iron & steel products,11.57,128.1,2.45%,2.45%,2.45% (Feb 2024),0% (Mar 2023),2.00 L,2.00 L,Small Cap,36.41,quant-manufacturing-fund-direct-plan-growth,MESA019,Equity,12_sectoral
